Date,Code,Name,Market,prev_date,prev_close,Open,Close,prev_stocks,Stocks,stocks_ratio,open_ratio,prev_marcap,Marcap,marcap_ratio,share_price_product,split_like
2015-05-18,004105,태양금속우,KOSPI,2015-05-15,9220.0,959.0,1000.0,330000.0,3300000,10.0,0.10401301518438177,3042600000.0,3300000000.0,1.0845986984815619,1.0401301518438177,True
2016-11-22,004140,동방,KOSPI,2016-11-21,1985.0,1960.0,1995.0,21523970.0,32523970,1.5110581365798224,0.9874055415617129,42725080450.0,64885320150.0,1.5186705201394184,1.4920271776808323,False
2015-01-26,004150,한솔홀딩스,KOSPI,2015-01-23,10650.0,6520.0,7170.0,43624470.0,27087961,0.6209350165171061,0.612206572769953,464600605500.0,194220680370.0,0.418037940697432,0.38014049837479175,False
2015-07-24,004150,한솔홀딩스,KOSPI,2015-07-23,11150.0,10550.0,10450.0,27087961.0,38596735,1.424866751690908,0.9461883408071748,302030765150.0,403335880750.0,1.3354132336475326,1.348192307653729,False
2016-03-10,004200,고려개발,KOSPI,2016-03-09,4500.0,0.0,9000.0,20000000.0,8215000,0.41075,0.0,90000000000.0,73935000000.0,0.8215,0.0,False
2016-03-21,004200,고려개발,KOSPI,2016-03-18,9000.0,0.0,9000.0,8215000.0,21550000,2.6232501521606815,0.0,73935000000.0,193950000000.0,2.6232501521606815,0.0,False
2018-06-26,004200,고려개발,KOSPI,2018-06-25,6250.0,6500.0,6260.0,21550000.0,30438889,1.4124774477958237,1.04,134687500000.0,190547445140.0,1.414737411712297,1.4689765457076567,False
2019-09-11,004200,고려개발,KOSPI,2019-09-10,4200.0,8300.0,8400.0,30438889.0,15219444,0.4999999835736449,1.9761904761904763,127843333800.0,127843329600.0,0.9999999671472898,0.9880952056336316,True
2015-05-22,004270,남성,KOSPI,2015-05-21,15700.0,1500.0,1450.0,3621216.0,36212160,10.0,0.09554140127388536,56853091200.0,52507632000.0,0.9235668789808917,0.9554140127388535,True
2017-10-25,004410,서울식품,KOSPI,2017-10-24,6990.0,290.0,353.0,13496400.0,337410000,25.0,0.04148783977110158,94339836000.0,119105730000.0,1.2625178826895564,1.0371959942775395,True
2017-10-25,004415,서울식품우,KOSPI,2017-10-24,120500.0,5200.0,6260.0,88980.0,2224500,25.0,0.043153526970954356,10722090000.0,13925370000.0,1.2987551867219918,1.0788381742738589,True
2018-04-27,004590,한국가구,KOSDAQ,2018-04-26,44700.0,21650.0,21050.0,1500000.0,3000000,2.0,0.4843400447427293,67050000000.0,63150000000.0,0.941834451901566,0.9686800894854586,True
2019-04-26,004590,한국가구,KOSDAQ,2019-04-25,25600.0,5100.0,4830.0,3000000.0,15000000,5.0,0.19921875,76800000000.0,72450000000.0,0.943359375,0.99609375,True
2019-07-19,004710,한솔테크닉스,KOSPI,2019-07-18,6370.0,6300.0,6410.0,22109878.0,32109878,1.4522865300296999,0.989010989010989,140839922860.0,205824317980.0,1.4614060686798078,1.436327337392011,False
2015-07-31,004740,보루네오,KOSPI,2015-07-30,1270.0,1205.0,1240.0,23486091.0,39986091,1.7025434756256372,0.9488188976377953,29827335570.0,49582752840.0,1.6623259132092836,1.6154054237235376,False
2017-04-12,004740,보루네오,KOSPI,2017-04-11,1615.0,0.0,969.0,39986091.0,71925448,1.7987616744032318,0.0,64577536965.0,69695759112.0,1.0792570046419392,0.0,False
